,NAME,TYPE,STATE,2-yr,5-yr,10-yr,25-yr,50-yr,100-yr
0,Accomack,County,VA,1.2,1.2,1.21,1.27,1.31,1.39
1,Adams,County,PA,1.24,1.25,1.27,1.32,1.36,1.41
2,Albemarle,County,VA,1.25,1.31,1.33,1.38,1.41,1.45
3,Alexandria,City,VA,1.17,1.22,1.24,1.32,1.39,1.47
4,Allegany,County,MD,1.2,1.23,1.26,1.32,1.39,1.47
5,Allegany,County,NY,1.2,1.21,1.22,1.27,1.31,1.33
6,Alleghany,County,VA,1.21,1.26,1.29,1.35,1.42,1.52
7,Allegheny,County,PA,1.18,1.2,1.21,1.23,1.28,1.33
8,Amelia,County,VA,1.21,1.25,1.31,1.38,1.46,1.56
9,Amherst,County,VA,1.26,1.29,1.3,1.35,1.39,1.41
10,Anne Arundel,County,MD,1.17,1.2,1.22,1.27,1.34,1.43
11,Appomattox,County,VA,1.28,1.3,1.31,1.34,1.41,1.46
12,Arlington,County,VA,1.16,1.19,1.22,1.28,1.36,1.43
13,Armstrong,County,PA,1.17,1.2,1.24,1.31,1.38,1.47
14,Atlantic,County,NJ,1.21,1.22,1.25,1.3,1.35,1.39
15,Augusta,County,VA,1.25,1.29,1.31,1.34,1.33,1.32
16,Baltimore,County,MD,1.19,1.22,1.23,1.28,1.34,1.43
17,Baltimore,County,MD,1.18,1.23,1.26,1.31,1.37,1.49
18,Barbour,County,WV,1.16,1.16,1.18,1.22,1.25,1.3
19,Bath,County,VA,1.21,1.26,1.32,1.38,1.44,1.51
20,Beaver,County,PA,1.18,1.18,1.22,1.26,1.32,1.41
21,Bedford,County,PA,1.2,1.24,1.25,1.28,1.34,1.4
22,Bedford,County,VA,1.24,1.27,1.3,1.34,1.39,1.44
23,Berkeley,County,WV,1.24,1.27,1.29,1.31,1.32,1.37
24,Berks,County,PA,1.21,1.26,1.29,1.34,1.4,1.49
25,Blair,County,PA,1.19,1.23,1.25,1.31,1.37,1.43
26,Bland,County,VA,1.17,1.21,1.19,1.24,1.27,1.31
27,Boone,County,WV,1.16,1.16,1.16,1.2,1.23,1.28
28,Botetourt,County,VA,1.22,1.26,1.3,1.36,1.44,1.52
29,Bradford,County,PA,1.18,1.2,1.22,1.27,1.36,1.46
30,Braxton,County,WV,1.17,1.17,1.17,1.21,1.25,1.28
31,Bristol,City,VA,1.19,1.2,1.21,1.22,1.24,1.3
32,Bronx,County,NY,1.23,1.24,1.25,1.27,1.3,1.33
33,Brooke,County,WV,1.19,1.23,1.26,1.28,1.31,1.38
34,Broome,County,NY,1.19,1.21,1.23,1.27,1.32,1.35
35,Brunswick,County,VA,1.21,1.25,1.27,1.32,1.35,1.4
36,Buchanan,County,VA,1.18,1.2,1.21,1.24,1.26,1.3
37,Buckingham,County,VA,1.24,1.25,1.28,1.34,1.4,1.45
38,Bucks,County,PA,1.18,1.19,1.2,1.25,1.3,1.37
39,Buena Vista,City,VA,1.3,1.33,1.35,1.33,1.33,1.34
40,Burlington,County,NJ,1.19,1.2,1.2,1.22,1.25,1.28
41,Butler,County,PA,1.19,1.19,1.21,1.25,1.28,1.32
42,Cabell,County,WV,1.16,1.18,1.2,1.25,1.31,1.38
43,Calhoun,County,WV,1.18,1.21,1.25,1.3,1.36,1.41
44,Calvert,County,MD,1.17,1.19,1.23,1.27,1.3,1.39
45,Cambria,County,PA,1.15,1.18,1.2,1.24,1.28,1.32
46,Camden,County,NJ,1.19,1.2,1.22,1.26,1.28,1.32
47,Cameron,County,PA,1.19,1.19,1.21,1.25,1.27,1.3
48,Campbell,County,VA,1.26,1.25,1.28,1.31,1.34,1.36
49,Cape May,County,NJ,1.19,1.22,1.24,1.26,1.29,1.36
50,Carbon,County,PA,1.18,1.23,1.25,1.32,1.39,1.46
51,Caroline,County,MD,1.19,1.2,1.22,1.28,1.35,1.46
52,Caroline,County,VA,1.19,1.23,1.23,1.28,1.36,1.46
53,Carroll,County,MD,1.26,1.25,1.26,1.27,1.34,1.38
54,Carroll,County,VA,1.24,1.23,1.23,1.25,1.27,1.32
55,Cecil,County,MD,1.2,1.22,1.24,1.27,1.32,1.36
56,Centre,County,PA,1.18,1.21,1.23,1.27,1.31,1.36
57,Charles,County,MD,1.17,1.21,1.23,1.28,1.35,1.44
58,Charles City,County,VA,1.19,1.2,1.22,1.24,1.27,1.31
59,Charlotte,County,VA,1.2,1.22,1.25,1.27,1.31,1.37
60,Charlottesville,City,VA,1.25,1.29,1.3,1.34,1.42,1.55
61,Chemung,County,NY,1.19,1.19,1.2,1.25,1.3,1.36
62,Chenango,County,NY,1.18,1.18,1.21,1.25,1.3,1.36
63,Chesapeake,City,VA,1.19,1.25,1.28,1.31,1.35,1.39
64,Chester,County,PA,1.21,1.27,1.31,1.35,1.41,1.48
65,Chesterfield,County,VA,1.19,1.23,1.26,1.3,1.34,1.41
66,Clarion,County,PA,1.19,1.21,1.22,1.25,1.3,1.35
67,Clarke,County,VA,1.27,1.27,1.28,1.27,1.28,1.3
68,Clay,County,WV,1.14,1.14,1.16,1.2,1.25,1.32
69,Clearfield,County,PA,1.17,1.19,1.21,1.24,1.28,1.32
