,NAME,TYPE,STATE,2-yr,5-yr,10-yr,25-yr,50-yr,100-yr
0,Accomack,County,VA,1.23,1.29,1.32,1.38,1.43,1.39
1,Adams,County,PA,1.25,1.36,1.45,1.59,1.74,1.41
2,Albemarle,County,VA,1.17,1.2,1.23,1.27,1.32,1.43
3,Alexandria,City,VA,1.27,1.27,1.27,1.33,1.4,1.47
4,Allegany,County,MD,1.37,1.44,1.5,1.57,1.64,1.43
5,Allegany,County,NY,1.23,1.22,1.25,1.3,1.36,1.34
6,Alleghany,County,VA,1.23,1.3,1.36,1.46,1.56,1.52
7,Allegheny,County,PA,1.25,1.29,1.31,1.34,1.35,1.39
8,Amelia,County,VA,1.23,1.27,1.29,1.31,1.38,1.62
9,Amherst,County,VA,1.22,1.26,1.28,1.31,1.36,1.42
10,Anne Arundel,County,MD,1.26,1.36,1.43,1.52,1.59,1.46
11,Appomattox,County,VA,1.2,1.25,1.29,1.33,1.4,1.56
12,Arlington,County,VA,1.27,1.27,1.27,1.33,1.4,1.38
13,Armstrong,County,PA,1.21,1.21,1.22,1.29,1.34,1.48
14,Atlantic,County,NJ,1.16,1.17,1.18,1.2,1.22,1.4
15,Augusta,County,VA,1.23,1.26,1.28,1.31,1.35,1.33
16,Baltimore,County,MD,1.26,1.32,1.36,1.42,1.47,1.43
17,Baltimore,County,MD,1.24,1.31,1.37,1.42,1.48,1.5
18,Barbour,County,WV,1.27,1.27,1.31,1.36,1.39,1.38
19,Bath,County,VA,1.23,1.29,1.36,1.44,1.52,1.43
20,Beaver,County,PA,1.24,1.28,1.31,1.32,1.33,1.36
21,Bedford,County,PA,1.24,1.26,1.29,1.35,1.41,1.42
22,Bedford,County,VA,1.22,1.26,1.3,1.4,1.54,1.37
23,Berkeley,County,WV,1.29,1.31,1.35,1.41,1.46,1.3
24,Berks,County,PA,1.21,1.23,1.25,1.28,1.32,1.43
25,Blair,County,PA,1.24,1.28,1.28,1.27,1.27,1.4
26,Bland,County,VA,1.17,1.2,1.25,1.36,1.48,1.44
27,Boone,County,WV,1.25,1.26,1.28,1.3,1.33,1.29
28,Botetourt,County,VA,1.23,1.28,1.33,1.41,1.52,1.49
29,Bradford,County,PA,1.31,1.32,1.33,1.32,1.34,1.52
30,Braxton,County,WV,1.28,1.35,1.39,1.44,1.47,1.37
31,Bristol,City,VA,1.23,1.28,1.32,1.38,1.43,1.33
32,Bronx,County,NY,1.19,1.18,1.23,1.3,1.38,1.25
33,Brooke,County,WV,1.26,1.27,1.28,1.32,1.36,1.46
34,Broome,County,NY,1.2,1.19,1.21,1.25,1.3,1.35
35,Brunswick,County,VA,1.19,1.21,1.22,1.24,1.28,1.44
36,Buchanan,County,VA,1.22,1.22,1.27,1.38,1.49,1.32
37,Buckingham,County,VA,1.19,1.26,1.3,1.36,1.41,1.42
38,Bucks,County,PA,1.18,1.18,1.17,1.15,1.19,1.38
39,Buena Vista,City,VA,1.24,1.28,1.3,1.32,1.34,1.4
40,Burlington,County,NJ,1.17,1.17,1.18,1.24,1.32,1.3
41,Butler,County,PA,1.25,1.28,1.28,1.28,1.27,1.36
42,Cabell,County,WV,1.3,1.27,1.27,1.26,1.25,1.24
43,Calhoun,County,WV,1.27,1.3,1.33,1.38,1.41,1.44
44,Calvert,County,MD,1.27,1.41,1.49,1.6,1.69,1.41
45,Cambria,County,PA,1.21,1.23,1.23,1.22,1.23,1.34
46,Camden,County,NJ,1.16,1.22,1.24,1.25,1.27,1.36
47,Cameron,County,PA,1.24,1.22,1.2,1.18,1.16,1.42
48,Campbell,County,VA,1.2,1.27,1.31,1.37,1.45,1.36
49,Cape May,County,NJ,1.17,1.18,1.19,1.2,1.2,1.34
50,Carbon,County,PA,1.19,1.2,1.23,1.29,1.35,1.43
51,Caroline,County,MD,1.21,1.26,1.32,1.39,1.47,1.45
52,Caroline,County,VA,1.31,1.38,1.42,1.43,1.42,1.35
53,Carroll,County,MD,1.25,1.32,1.38,1.48,1.57,1.42
54,Carroll,County,VA,1.21,1.22,1.25,1.33,1.44,1.36
55,Cecil,County,MD,1.22,1.25,1.26,1.26,1.26,1.29
56,Centre,County,PA,1.25,1.26,1.25,1.3,1.35,1.38
57,Charles,County,MD,1.3,1.41,1.47,1.54,1.57,1.59
58,Charles City,County,VA,1.22,1.23,1.25,1.29,1.35,1.32
59,Charlotte,County,VA,1.2,1.24,1.24,1.29,1.38,1.38
60,Charlottesville,City,VA,1.16,1.16,1.17,1.22,1.26,1.43
61,Chemung,County,NY,1.22,1.22,1.26,1.36,1.45,1.37
62,Chenango,County,NY,1.2,1.19,1.19,1.21,1.25,1.36
63,Chesapeake,City,VA,1.21,1.22,1.26,1.34,1.42,1.47
64,Chester,County,PA,1.21,1.24,1.25,1.26,1.26,1.32
65,Chesterfield,County,VA,1.24,1.27,1.29,1.31,1.37,1.47
66,Clarion,County,PA,1.24,1.26,1.26,1.26,1.26,1.38
