,NAME,TYPE,STATE,2-yr,5-yr,10-yr,25-yr,50-yr,100-yr
0,Accomack,County,VA,0.99,0.96,0.95,0.8,0.65,0.78
1,Adams,County,PA,1.02,0.93,0.86,0.77,0.65,0.44
2,Albemarle,County,VA,0.95,0.88,0.84,0.66,0.52,0.55
3,Alexandria,City,VA,0.95,0.92,0.78,0.57,0.47,0.41
4,Allegany,County,MD,1.04,0.99,0.96,0.83,0.68,0.51
5,Allegany,County,NY,0.93,0.86,0.83,0.78,0.66,0.66
6,Alleghany,County,VA,0.99,0.95,0.94,0.83,0.67,0.6
7,Allegheny,County,PA,1.03,0.99,0.95,0.82,0.71,0.64
8,Amelia,County,VA,1.0,0.98,0.96,0.91,0.87,0.74
9,Amherst,County,VA,1.02,0.98,0.95,0.73,0.56,0.46
10,Anne Arundel,County,MD,0.98,0.92,0.86,0.78,0.72,0.65
11,Appomattox,County,VA,1.02,0.98,0.94,0.86,0.73,0.8
12,Arlington,County,VA,0.96,0.93,0.78,0.57,0.47,0.41
13,Armstrong,County,PA,1.02,1.0,0.97,0.85,0.72,0.61
14,Atlantic,County,NJ,1.01,0.92,0.83,0.7,0.61,0.59
15,Augusta,County,VA,1.0,0.91,0.85,0.6,0.44,0.4
16,Baltimore,County,MD,1.0,0.92,0.82,0.69,0.6,0.56
17,Baltimore,County,MD,0.95,0.9,0.83,0.78,0.73,0.65
18,Barbour,County,WV,0.98,0.95,0.91,0.84,0.78,0.56
19,Bath,County,VA,1.02,1.03,1.0,0.95,0.87,0.64
20,Beaver,County,PA,1.03,1.01,0.94,0.76,0.65,0.53
21,Bedford,County,PA,1.09,1.03,0.96,0.92,0.83,0.79
22,Bedford,County,VA,0.99,0.99,0.95,0.77,0.64,0.44
23,Berkeley,County,WV,1.07,1.0,0.96,0.92,0.87,0.74
24,Berks,County,PA,0.99,0.94,0.9,0.81,0.74,0.62
25,Blair,County,PA,1.05,1.04,1.0,0.89,0.8,0.7
26,Bland,County,VA,1.01,0.99,0.98,0.85,0.75,0.67
27,Boone,County,WV,1.05,1.01,0.9,0.71,0.55,0.39
28,Botetourt,County,VA,1.0,1.01,0.95,0.75,0.59,0.46
29,Bradford,County,PA,1.03,0.96,0.88,0.74,0.63,0.54
30,Braxton,County,WV,1.01,0.96,0.92,0.81,0.71,0.56
31,Bristol,City,VA,0.99,1.0,1.02,0.89,0.79,0.63
32,Bronx,County,NY,0.91,0.9,0.9,0.76,0.58,0.38
33,Brooke,County,WV,0.94,0.9,0.81,0.68,0.56,0.55
34,Broome,County,NY,1.03,1.01,1.0,0.92,0.82,0.55
35,Brunswick,County,VA,0.99,1.0,0.9,0.75,0.65,0.54
36,Buchanan,County,VA,1.03,1.02,0.98,0.88,0.77,0.72
37,Buckingham,County,VA,1.01,0.96,0.93,0.74,0.61,0.69
38,Bucks,County,PA,1.0,1.0,0.94,0.84,0.77,0.71
39,Buena Vista,City,VA,1.0,0.99,0.95,0.74,0.54,0.43
40,Burlington,County,NJ,1.02,1.01,1.0,0.93,0.85,0.7
41,Butler,County,PA,1.03,1.0,0.96,0.86,0.76,0.63
42,Cabell,County,WV,1.03,1.01,0.98,0.93,0.83,0.56
43,Calhoun,County,WV,1.01,0.97,0.9,0.68,0.53,0.38
44,Calvert,County,MD,1.0,0.94,0.88,0.79,0.72,0.64
45,Cambria,County,PA,1.02,0.99,0.95,0.82,0.73,0.71
46,Camden,County,NJ,1.0,1.01,0.96,0.88,0.81,0.75
47,Cameron,County,PA,0.99,0.94,0.9,0.8,0.69,0.63
